Using workers=8 (SLURM_CPUS_PER_TASK=18)
Total granules found: 617
Submitting 617 granules to the pool...
[339/617] [339] HLS.S30.T11TKF.2021174T184919.v2.0: wrote 8 files
[340/617] [334] HLS.L30.T10TDL.2021174T185707.v2.0: wrote 8 files
[341/617] [340] HLS.S30.T10TGL.2021174T184919.v2.0: wrote 8 files
[342/617] [344] HLS.S30.T10TCL.2021175T190921.v2.0: wrote 8 files
[343/617] [345] HLS.L30.T11TKG.2021176T184422.v2.0: wrote 8 files
[344/617] [346] HLS.L30.T10TGM.2021176T184422.v2.0: wrote 8 files
[345/617] [342] HLS.S30.T10TEL.2021174T184919.v2.0: wrote 8 files
[346/617] [341] HLS.S30.T10TFL.2021174T184919.v2.0: wrote 8 files
[347/617] [343] HLS.S30.T10TDL.2021175T190921.v2.0: wrote 8 files
[348/617] [347] HLS.L30.T10TGL.2021176T184445.v2.0: wrote 8 files
[349/617] [348] HLS.L30.T11TKF.2021176T184445.v2.0: wrote 8 files
[350/617] [350] HLS.L30.T10TFM.2021176T184445.v2.0: wrote 8 files
[351/617] [357] HLS.S30.T10TCL.2021177T185919.v2.0: wrote 8 files
[352/617] [349] HLS.L30.T10TEL.2021176T184445.v2.0: wrote 8 files
[353/617] [352] HLS.S30.T11TKF.2021176T183921.v2.0: wrote 8 files
[354/617] [353] HLS.S30.T10TGL.2021176T183921.v2.0: wrote 8 files
[355/617] [351] HLS.L30.T10TFL.2021176T184445.v2.0: wrote 8 files
[356/617] [358] HLS.S30.T10TGM.2021179T184921.v2.0: wrote 8 files
[357/617] [359] HLS.S30.T11TKG.2021179T184921.v2.0: wrote 8 files
[358/617] [354] HLS.S30.T10TFL.2021177T185919.v2.0: wrote 8 files
[359/617] [360] HLS.S30.T10TFM.2021179T184921.v2.0: wrote 8 files
[360/617] [355] HLS.S30.T10TEL.2021177T185919.v2.0: wrote 8 files
[361/617] [356] HLS.S30.T10TDL.2021177T185919.v2.0: wrote 8 files
[362/617] [361] HLS.S30.T11TKF.2021179T184921.v2.0: wrote 8 files
[363/617] [366] HLS.S30.T10TCL.2021180T190919.v2.0: wrote 8 files
[364/617] [362] HLS.S30.T10TGL.2021179T184921.v2.0: wrote 8 files
[365/617] [367] HLS.S30.T11TKF.2021181T183919.v2.0: wrote 8 files
[366/617] [368] HLS.S30.T10TGL.2021181T183919.v2.0: wrote 8 files
[367/617] [363] HLS.S30.T10TFL.2021179T184921.v2.0: wrote 8 files
[368/617] [364] HLS.S30.T10TEL.2021179T184921.v2.0: wrote 8 files
[369/617] [365] HLS.S30.T10TDL.2021180T190919.v2.0: wrote 8 files
[370/617] [372] HLS.S30.T10TCL.2021182T185921.v2.0: wrote 8 files
[371/617] [369] HLS.S30.T10TFL.2021182T185921.v2.0: wrote 8 files
[372/617] [370] HLS.S30.T10TEL.2021182T185921.v2.0: wrote 8 files
[373/617] [378] HLS.L30.T11TKG.2021185T183836.v2.0: wrote 8 files
[374/617] [377] HLS.L30.T10TGL.2021185T183836.v2.0: wrote 8 files
[375/617] [371] HLS.S30.T10TDL.2021182T185921.v2.0: wrote 8 files
[376/617] [373] HLS.L30.T10TFL.2021183T185057.v2.0: wrote 8 files
[377/617] [379] HLS.L30.T10TGM.2021185T183836.v2.0: wrote 8 files
[378/617] [374] HLS.L30.T10TDL.2021183T185057.v2.0: wrote 8 files
[379/617] [375] HLS.L30.T10TEL.2021183T185057.v2.0: wrote 8 files
[380/617] [376] HLS.L30.T10TFL.2021185T183836.v2.0: wrote 8 files
[381/617] [380] HLS.L30.T11TKF.2021185T183836.v2.0: wrote 8 files
[382/617] [382] HLS.S30.T11TKF.2021186T183921.v2.0: wrote 8 files
[383/617] [387] HLS.S30.T10TCL.2021187T185919.v2.0: wrote 8 files
[384/617] [383] HLS.S30.T10TGL.2021186T183921.v2.0: wrote 8 files
[385/617] [388] HLS.S30.T10TGM.2021189T184921.v2.0: wrote 8 files
[386/617] [381] HLS.S30.T10TDL.2021185T190921.v2.0: wrote 8 files
[387/617] [389] HLS.S30.T11TKG.2021189T184921.v2.0: wrote 8 files
[388/617] [384] HLS.S30.T10TFL.2021187T185919.v2.0: wrote 8 files
[389/617] [390] HLS.S30.T10TFM.2021189T184921.v2.0: wrote 8 files
[390/617] [391] HLS.S30.T11TKF.2021189T184921.v2.0: wrote 8 files
[391/617] [385] HLS.S30.T10TEL.2021187T185919.v2.0: wrote 8 files
[392/617] [386] HLS.S30.T10TDL.2021187T185919.v2.0: wrote 8 files
[393/617] [392] HLS.S30.T10TGL.2021189T184921.v2.0: wrote 8 files
[394/617] [396] HLS.L30.T10TCL.2021190T185709.v2.0: wrote 8 files
[395/617] [401] HLS.L30.T10TGM.2021192T184423.v2.0: wrote 8 files
[396/617] [399] HLS.S30.T11TKF.2021191T183919.v2.0: wrote 8 files
[397/617] [394] HLS.S30.T10TEL.2021189T184921.v2.0: wrote 8 files
[398/617] [400] HLS.S30.T10TGL.2021191T183919.v2.0: wrote 8 files
[399/617] [393] HLS.S30.T10TFL.2021189T184921.v2.0: wrote 8 files
[400/617] [395] HLS.L30.T10TEL.2021190T185709.v2.0: wrote 8 files
[401/617] [402] HLS.L30.T11TKG.2021192T184423.v2.0: wrote 8 files
[402/617] [398] HLS.S30.T10TDL.2021190T190919.v2.0: wrote 8 files
[403/617] [397] HLS.L30.T10TDL.2021190T185709.v2.0: wrote 8 files
[404/617] [403] HLS.L30.T10TFM.2021192T184423.v2.0: wrote 8 files
[405/617] [408] HLS.L30.T10TFM.2021192T184447.v2.0: wrote 8 files
[406/617] [405] HLS.L30.T10TGL.2021192T184447.v2.0: wrote 8 files
[407/617] [406] HLS.L30.T11TKF.2021192T184447.v2.0: wrote 8 files
[408/617] [412] HLS.S30.T10TCL.2021192T185921.v2.0: wrote 8 files
[409/617] [413] HLS.S30.T10TGM.2021194T184919.v2.0: wrote 8 files
[410/617] [404] HLS.L30.T10TEL.2021192T184447.v2.0: wrote 8 files
[411/617] [414] HLS.S30.T11TKG.2021194T184919.v2.0: wrote 8 files
[412/617] [407] HLS.L30.T10TFL.2021192T184447.v2.0: wrote 8 files
[413/617] [409] HLS.S30.T10TFL.2021192T185921.v2.0: wrote 8 files
[414/617] [410] HLS.S30.T10TEL.2021192T185921.v2.0: wrote 8 files
[415/617] [415] HLS.S30.T10TFM.2021194T184919.v2.0: wrote 8 files
[416/617] [411] HLS.S30.T10TDL.2021192T185921.v2.0: wrote 8 files
[417/617] [416] HLS.S30.T11TKF.2021194T184919.v2.0: wrote 8 files
[418/617] [417] HLS.S30.T10TGL.2021194T184919.v2.0: wrote 8 files
[419/617] [421] HLS.S30.T10TCL.2021195T190921.v2.0: wrote 8 files
[420/617] [422] HLS.S30.T11TKF.2021196T183921.v2.0: wrote 8 files
[421/617] [423] HLS.S30.T10TGL.2021196T183921.v2.0: wrote 8 files
[422/617] [418] HLS.S30.T10TFL.2021194T184919.v2.0: wrote 8 files
[423/617] [419] HLS.S30.T10TEL.2021194T184919.v2.0: wrote 8 files
[424/617] [420] HLS.S30.T10TDL.2021195T190921.v2.0: wrote 8 files
[425/617] [427] HLS.S30.T10TCL.2021197T185919.v2.0: wrote 8 files
[426/617] [431] HLS.S30.T10TGM.2021199T184921.v2.0: wrote 8 files
[427/617] [424] HLS.S30.T10TFL.2021197T185919.v2.0: wrote 8 files
[428/617] [425] HLS.S30.T10TEL.2021197T185919.v2.0: wrote 8 files
[429/617] [432] HLS.S30.T11TKG.2021199T184921.v2.0: wrote 8 files
[430/617] [426] HLS.S30.T10TDL.2021197T185919.v2.0: wrote 8 files
[431/617] [428] HLS.L30.T10TFL.2021199T185100.v2.0: wrote 8 files
[432/617] [433] HLS.S30.T10TFM.2021199T184921.v2.0: wrote 8 files
[433/617] [429] HLS.L30.T10TDL.2021199T185100.v2.0: wrote 8 files
[434/617] [430] HLS.L30.T10TEL.2021199T185100.v2.0: wrote 8 files
[435/617] [434] HLS.S30.T11TKF.2021199T184921.v2.0: wrote 8 files
[436/617] [435] HLS.S30.T10TGL.2021199T184921.v2.0: wrote 8 files
[437/617] [439] HLS.S30.T10TCL.2021200T190919.v2.0: wrote 8 files
[438/617] [442] HLS.L30.T11TKG.2021201T183839.v2.0: wrote 8 files
[439/617] [444] HLS.L30.T10TGM.2021201T183839.v2.0: wrote 8 files
[440/617] [436] HLS.S30.T10TFL.2021199T184921.v2.0: wrote 8 files
[441/617] [441] HLS.L30.T10TGL.2021201T183839.v2.0: wrote 8 files
[442/617] [437] HLS.S30.T10TEL.2021199T184921.v2.0: wrote 8 files
[443/617] [443] HLS.L30.T11TKF.2021201T183839.v2.0: wrote 8 files
[444/617] [440] HLS.L30.T10TFL.2021201T183839.v2.0: wrote 8 files
[445/617] [438] HLS.S30.T10TDL.2021200T190919.v2.0: wrote 8 files
[446/617] [445] HLS.S30.T11TKF.2021201T183919.v2.0: wrote 8 files
[447/617] [450] HLS.S30.T10TCL.2021202T185921.v2.0: wrote 8 files
[448/617] [446] HLS.S30.T10TGL.2021201T183919.v2.0: wrote 8 files
[449/617] [451] HLS.S30.T10TGM.2021204T184919.v2.0: wrote 8 files
[450/617] [452] HLS.S30.T11TKG.2021204T184919.v2.0: wrote 8 files
[451/617] [453] HLS.S30.T10TFM.2021204T184919.v2.0: wrote 8 files
[452/617] [447] HLS.S30.T10TFL.2021202T185921.v2.0: wrote 8 files
[453/617] [448] HLS.S30.T10TEL.2021202T185921.v2.0: wrote 8 files
[454/617] [454] HLS.S30.T11TKF.2021204T184919.v2.0: wrote 8 files
[455/617] [449] HLS.S30.T10TDL.2021202T185921.v2.0: wrote 8 files
[456/617] [455] HLS.S30.T10TGL.2021204T184919.v2.0: wrote 8 files
[457/617] [459] HLS.S30.T10TCL.2021205T190921.v2.0: wrote 8 files
[458/617] [463] HLS.L30.T10TCL.2021206T185715.v2.0: wrote 8 files
[459/617] [456] HLS.S30.T10TFL.2021204T184919.v2.0: wrote 8 files
[460/617] [457] HLS.S30.T10TEL.2021204T184919.v2.0: wrote 8 files
[461/617] [460] HLS.S30.T11TKF.2021206T183921.v2.0: wrote 8 files
[462/617] [461] HLS.S30.T10TGL.2021206T183921.v2.0: wrote 8 files
[463/617] [458] HLS.S30.T10TDL.2021205T190921.v2.0: wrote 8 files
[464/617] [468] HLS.S30.T10TCL.2021207T185919.v2.0: wrote 8 files
[465/617] [462] HLS.L30.T10TEL.2021206T185715.v2.0: wrote 8 files
[466/617] [469] HLS.L30.T10TFM.2021208T184430.v2.0: wrote 8 files
[467/617] [470] HLS.L30.T10TGM.2021208T184430.v2.0: wrote 8 files
[468/617] [464] HLS.L30.T10TDL.2021206T185715.v2.0: wrote 8 files
[469/617] [471] HLS.L30.T11TKG.2021208T184430.v2.0: wrote 8 files
[470/617] [465] HLS.S30.T10TFL.2021207T185919.v2.0: wrote 8 files
[471/617] [466] HLS.S30.T10TEL.2021207T185919.v2.0: wrote 8 files
[472/617] [467] HLS.S30.T10TDL.2021207T185919.v2.0: wrote 8 files
[473/617] [474] HLS.L30.T10TFM.2021208T184454.v2.0: wrote 8 files
[474/617] [472] HLS.L30.T11TKF.2021208T184454.v2.0: wrote 8 files
[475/617] [477] HLS.S30.T10TGM.2021209T184921.v2.0: wrote 8 files
[476/617] [478] HLS.S30.T11TKG.2021209T184921.v2.0: wrote 8 files
[477/617] [476] HLS.L30.T10TGL.2021208T184454.v2.0: wrote 8 files
[478/617] [479] HLS.S30.T10TFM.2021209T184921.v2.0: wrote 8 files
[479/617] [473] HLS.L30.T10TEL.2021208T184454.v2.0: wrote 8 files
[480/617] [480] HLS.S30.T11TKF.2021209T184921.v2.0: wrote 8 files
[481/617] [481] HLS.S30.T10TGL.2021209T184921.v2.0: wrote 8 files
[482/617] [475] HLS.L30.T10TFL.2021208T184454.v2.0: wrote 8 files
[483/617] [485] HLS.S30.T10TCL.2021210T190919.v2.0: wrote 8 files
[484/617] [486] HLS.S30.T11TKF.2021211T183919.v2.0: wrote 8 files
[485/617] [487] HLS.S30.T10TGL.2021211T183919.v2.0: wrote 8 files
[486/617] [482] HLS.S30.T10TFL.2021209T184921.v2.0: wrote 8 files
[487/617] [484] HLS.S30.T10TDL.2021210T190919.v2.0: wrote 8 files
[488/617] [483] HLS.S30.T10TEL.2021209T184921.v2.0: wrote 8 files
[489/617] [491] HLS.S30.T10TCL.2021212T185921.v2.0: wrote 8 files
[490/617] [492] HLS.S30.T10TGM.2021214T184919.v2.0: wrote 8 files
[491/617] [493] HLS.S30.T11TKG.2021214T184919.v2.0: wrote 8 files
[492/617] [488] HLS.S30.T10TFL.2021212T185921.v2.0: wrote 8 files
[493/617] [489] HLS.S30.T10TEL.2021212T185921.v2.0: wrote 8 files
[494/617] [494] HLS.S30.T10TFM.2021214T184919.v2.0: wrote 8 files
[495/617] [490] HLS.S30.T10TDL.2021212T185921.v2.0: wrote 8 files
[496/617] [495] HLS.S30.T11TKF.2021214T184919.v2.0: wrote 8 files
[497/617] [496] HLS.S30.T10TGL.2021214T184919.v2.0: wrote 8 files
[498/617] [503] HLS.S30.T10TCL.2021215T190921.v2.0: wrote 8 files
[499/617] [504] HLS.S30.T11TKF.2021216T183921.v2.0: wrote 8 files
[500/617] [498] HLS.S30.T10TEL.2021214T184919.v2.0: wrote 8 files
[501/617] [499] HLS.L30.T10TFL.2021215T185108.v2.0: wrote 8 files
[502/617] [497] HLS.S30.T10TFL.2021214T184919.v2.0: wrote 8 files
[503/617] [500] HLS.L30.T10TDL.2021215T185108.v2.0: wrote 8 files
[504/617] [501] HLS.L30.T10TEL.2021215T185108.v2.0: wrote 8 files
[505/617] [505] HLS.S30.T10TGL.2021216T183921.v2.0: wrote 8 files
[506/617] [502] HLS.S30.T10TDL.2021215T190921.v2.0: wrote 8 files
[507/617] [509] HLS.L30.T11TKG.2021217T183847.v2.0: wrote 8 files
[508/617] [510] HLS.L30.T10TGM.2021217T183847.v2.0: wrote 8 files
[509/617] [508] HLS.L30.T10TGL.2021217T183847.v2.0: wrote 8 files
[510/617] [507] HLS.L30.T11TKF.2021217T183847.v2.0: wrote 8 files
[511/617] [514] HLS.S30.T10TCL.2021217T185919.v2.0: wrote 8 files
[512/617] [515] HLS.S30.T10TGM.2021219T184921.v2.0: wrote 8 files
[513/617] [506] HLS.L30.T10TFL.2021217T183847.v2.0: wrote 8 files
[514/617] [516] HLS.S30.T11TKG.2021219T184921.v2.0: wrote 8 files
[515/617] [517] HLS.S30.T10TFM.2021219T184921.v2.0: wrote 8 files
[516/617] [511] HLS.S30.T10TFL.2021217T185919.v2.0: wrote 8 files
[517/617] [512] HLS.S30.T10TEL.2021217T185919.v2.0: wrote 8 files
[518/617] [519] HLS.S30.T10TGL.2021219T184921.v2.0: wrote 8 files
[519/617] [513] HLS.S30.T10TDL.2021217T185919.v2.0: wrote 8 files
[520/617] [518] HLS.S30.T11TKF.2021219T184921.v2.0: wrote 8 files
[521/617] [523] HLS.S30.T10TCL.2021220T190919.v2.0: wrote 8 files
[522/617] [527] HLS.L30.T10TCL.2021222T185721.v2.0: wrote 8 files
[523/617] [524] HLS.S30.T11TKF.2021221T183919.v2.0: wrote 8 files
[524/617] [525] HLS.S30.T10TGL.2021221T183919.v2.0: wrote 8 files
[525/617] [521] HLS.S30.T10TEL.2021219T184921.v2.0: wrote 8 files
[526/617] [520] HLS.S30.T10TFL.2021219T184921.v2.0: wrote 8 files
[527/617] [522] HLS.S30.T10TDL.2021220T190919.v2.0: wrote 8 files
[528/617] [526] HLS.L30.T10TEL.2021222T185721.v2.0: wrote 8 files
[529/617] [533] HLS.L30.T11TKG.2021224T184437.v2.0: wrote 8 files
[530/617] [532] HLS.S30.T10TCL.2021222T185921.v2.0: wrote 8 files
[531/617] [534] HLS.L30.T10TGM.2021224T184437.v2.0: wrote 8 files
[532/617] [528] HLS.L30.T10TDL.2021222T185721.v2.0: wrote 8 files
[533/617] [529] HLS.S30.T10TFL.2021222T185921.v2.0: wrote 8 files
[534/617] [536] HLS.L30.T10TFM.2021224T184501.v2.0: wrote 8 files
[535/617] [535] HLS.L30.T10TGL.2021224T184501.v2.0: wrote 8 files
[536/617] [530] HLS.S30.T10TEL.2021222T185921.v2.0: wrote 8 files
[537/617] [537] HLS.L30.T11TKF.2021224T184501.v2.0: wrote 8 files
[538/617] [531] HLS.S30.T10TDL.2021222T185921.v2.0: wrote 8 files
[539/617] [540] HLS.S30.T10TGM.2021224T184919.v2.0: wrote 8 files
[540/617] [541] HLS.S30.T11TKG.2021224T184919.v2.0: wrote 8 files
[541/617] [542] HLS.S30.T10TFM.2021224T184919.v2.0: wrote 8 files
[542/617] [538] HLS.L30.T10TEL.2021224T184501.v2.0: wrote 8 files
[543/617] [539] HLS.L30.T10TFL.2021224T184501.v2.0: wrote 8 files
[544/617] [544] HLS.S30.T10TGL.2021224T184919.v2.0: wrote 8 files
[545/617] [543] HLS.S30.T11TKF.2021224T184919.v2.0: wrote 8 files
[546/617] [548] HLS.S30.T10TCL.2021225T190921.v2.0: wrote 8 files
[547/617] [549] HLS.S30.T11TKF.2021226T183921.v2.0: wrote 8 files
[548/617] [546] HLS.S30.T10TEL.2021224T184919.v2.0: wrote 8 files
[549/617] [545] HLS.S30.T10TFL.2021224T184919.v2.0: wrote 8 files
[550/617] [547] HLS.S30.T10TDL.2021225T190921.v2.0: wrote 8 files
[551/617] [550] HLS.S30.T10TGL.2021226T183921.v2.0: wrote 8 files
[552/617] [554] HLS.S30.T10TCL.2021227T185919.v2.0: wrote 8 files
[553/617] [555] HLS.S30.T10TGM.2021229T184921.v2.0: wrote 8 files
[554/617] [556] HLS.S30.T11TKG.2021229T184921.v2.0: wrote 8 files
[555/617] [551] HLS.S30.T10TFL.2021227T185919.v2.0: wrote 8 files
[556/617] [557] HLS.S30.T10TFM.2021229T184921.v2.0: wrote 8 files
[557/617] [552] HLS.S30.T10TEL.2021227T185919.v2.0: wrote 8 files
[558/617] [553] HLS.S30.T10TDL.2021227T185919.v2.0: wrote 8 files
[559/617] [558] HLS.S30.T11TKF.2021229T184921.v2.0: wrote 8 files
[560/617] [559] HLS.S30.T10TGL.2021229T184921.v2.0: wrote 8 files
[561/617] [563] HLS.S30.T10TCL.2021230T190919.v2.0: wrote 8 files
[562/617] [560] HLS.S30.T10TFL.2021229T184921.v2.0: wrote 8 files
[563/617] [561] HLS.S30.T10TEL.2021229T184921.v2.0: wrote 8 files
[564/617] [567] HLS.S30.T11TKF.2021231T183919.v2.0: wrote 8 files
[565/617] [568] HLS.S30.T10TGL.2021231T183919.v2.0: wrote 8 files
[566/617] [562] HLS.S30.T10TDL.2021230T190919.v2.0: wrote 8 files
[567/617] [565] HLS.L30.T10TFL.2021231T185113.v2.0: wrote 8 files
[568/617] [564] HLS.L30.T10TEL.2021231T185113.v2.0: wrote 8 files
[569/617] [566] HLS.L30.T10TDL.2021231T185113.v2.0: wrote 8 files
[570/617] [573] HLS.L30.T11TKG.2021233T183852.v2.0: wrote 8 files
[571/617] [572] HLS.S30.T10TCL.2021232T185921.v2.0: wrote 8 files
[572/617] [574] HLS.L30.T10TGM.2021233T183852.v2.0: wrote 8 files
[573/617] [578] HLS.S30.T10TGM.2021234T184919.v2.0: wrote 8 files
[574/617] [579] HLS.S30.T11TKG.2021234T184919.v2.0: wrote 8 files
[575/617] [576] HLS.L30.T10TGL.2021233T183852.v2.0: wrote 8 files
[576/617] [569] HLS.S30.T10TFL.2021232T185921.v2.0: wrote 8 files
[577/617] [577] HLS.L30.T11TKF.2021233T183852.v2.0: wrote 8 files
[578/617] [570] HLS.S30.T10TEL.2021232T185921.v2.0: wrote 8 files
[579/617] [571] HLS.S30.T10TDL.2021232T185921.v2.0: wrote 8 files
[580/617] [575] HLS.L30.T10TFL.2021233T183852.v2.0: wrote 8 files
[581/617] [580] HLS.S30.T10TFM.2021234T184919.v2.0: wrote 8 files
[582/617] [586] HLS.S30.T10TCL.2021235T190921.v2.0: wrote 8 files
[583/617] [581] HLS.S30.T11TKF.2021234T184919.v2.0: wrote 8 files
[584/617] [582] HLS.S30.T10TGL.2021234T184919.v2.0: wrote 8 files
[585/617] [587] HLS.S30.T11TKF.2021236T183921.v2.0: wrote 8 files
[586/617] [588] HLS.S30.T10TGL.2021236T183921.v2.0: wrote 8 files
[587/617] [585] HLS.S30.T10TDL.2021235T190921.v2.0: wrote 8 files
[588/617] [584] HLS.S30.T10TEL.2021234T184919.v2.0: wrote 8 files
[589/617] [583] HLS.S30.T10TFL.2021234T184919.v2.0: wrote 8 files
[590/617] [592] HLS.S30.T10TCL.2021237T185919.v2.0: wrote 8 files
[591/617] [594] HLS.L30.T10TCL.2021238T185726.v2.0: wrote 8 files
[592/617] [596] HLS.S30.T10TGM.2021239T184921.v2.0: wrote 8 files
[593/617] [589] HLS.S30.T10TFL.2021237T185919.v2.0: wrote 8 files
[594/617] [597] HLS.S30.T11TKG.2021239T184921.v2.0: wrote 8 files
[595/617] [590] HLS.S30.T10TEL.2021237T185919.v2.0: wrote 8 files
[596/617] [591] HLS.S30.T10TDL.2021237T185919.v2.0: wrote 8 files
[597/617] [598] HLS.S30.T10TFM.2021239T184921.v2.0: wrote 8 files
[598/617] [593] HLS.L30.T10TEL.2021238T185726.v2.0: wrote 8 files
[599/617] [602] HLS.L30.T11TKG.2021240T184441.v2.0: wrote 8 files
[600/617] [603] HLS.L30.T10TGM.2021240T184441.v2.0: wrote 8 files
[601/617] [599] HLS.S30.T11TKF.2021239T184921.v2.0: wrote 8 files
[602/617] [595] HLS.L30.T10TDL.2021238T185726.v2.0: wrote 8 files
[603/617] [600] HLS.S30.T10TGL.2021239T184921.v2.0: wrote 8 files
[604/617] [604] HLS.L30.T10TFM.2021240T184505.v2.0: wrote 8 files
[605/617] [610] HLS.S30.T10TCL.2021240T190909.v2.0: wrote 8 files
[606/617] [605] HLS.L30.T10TGL.2021240T184505.v2.0: wrote 8 files
[607/617] [601] HLS.S30.T10TEL.2021239T184921.v2.0: wrote 8 files
[608/617] [607] HLS.L30.T11TKF.2021240T184505.v2.0: wrote 8 files
[609/617] [611] HLS.S30.T11TKF.2021241T183919.v2.0: wrote 8 files
[610/617] [606] HLS.L30.T10TFL.2021240T184505.v2.0: wrote 8 files
[611/617] [608] HLS.L30.T10TEL.2021240T184505.v2.0: wrote 8 files
[612/617] [612] HLS.S30.T10TGL.2021241T183919.v2.0: wrote 8 files
[613/617] [609] HLS.S30.T10TDL.2021240T190909.v2.0: wrote 8 files
[614/617] [616] HLS.S30.T10TCL.2021242T185921.v2.0: wrote 8 files
[615/617] [613] HLS.S30.T10TFL.2021242T185921.v2.0: wrote 8 files
[616/617] [614] HLS.S30.T10TEL.2021242T185921.v2.0: wrote 8 files
[617/617] [615] HLS.S30.T10TDL.2021242T185921.v2.0: wrote 8 files
